ERR2204265	14767543149
ERR3316087	14430979249
ERR3316123	13258673233
ERR3316169	13749580575
ERR3316171	16454626436
ERR3332430	11772138482
ERR3332502	10296149269
ERR4162187	22410428987
ERR4183335	9710771495
ERR4183370	11143973197
ERR4183411	15447508380
SRR11773636	69763163455
SRR16708361	6572390515
SRR22566726	12456902493
SRR22566727	18605489613
SRR25655883	15836426700
SRR25728151	4256148212
SRR25739586	3436654149
SRR25740020	5027503173
SRR25740145	15153605302
SRR25740398	42144279150
SRR25745629	17814559616
SRR25746014	7962038834
SRR25746037	7276548966
SRR25747816	26221180955
SRR25748129	31599428940
SRR25748633	54647644270
SRR25750764	36362554771
SRR27847756	5946438437
SRR6691953	8634139054
SRR25655945	72794461728
SRR25741884	70831211850
SRR25741982	76527159984
SRR25745708	100027265400
SRR25748453	75500662200
SRR28395638	129835587679
SRR28415499	75383243629
ERR2531128	6472296916
ERR2854329	3803291548
ERR3041788	5635687903
ERR3130273	6738196386
ERR3313301	8852787465
ERR3313380	6182378960
ERR3313385	5844191910
SRR16708358	11793093059
SRR25655792	901662654
SRR25655840	1000168788
SRR25740156	7177205719
SRR25748136	58660801989
SRR25748588	1460972642
SRR25748598	5151773379
SRR25748609	230544866
SRR25748640	1858486876
SRR25750785	10233276515
SRR6691745	1028779129
SRR6691767	1604488176
SRR6691771	1176654868
SRR6691797	1508490130
SRR6691862	2278136744
SRR6691923	2170536359
SRR6691955	1234530083
SRR6691973	3366009720
SRR6691977	7356367229
SRR6691978	5362647428
ERR2695071	3897369805
ERR3313278	5986722238
SRR11747792	102582313962
SRR25382982	9885640255
SRR25384206	7431766812
SRR25655853	934694222
SRR25731320	74504853792
SRR25740403	140488575561
SRR25740404	30329999351
SRR25748913	114970068046
SRR25750557	36362572812
SRR25750565	26009965482
SRR28561998	93322705220
SRR30032343	43432779868
SRR30035854	23099267460
SRR30142028	12709916194
SRR30223076	84399096479
SRR30239171	16529749558
SRR30360954	34717537327
SRR6749919	956855076
