ERR2204265	7750882544	bam	illumina
ERR3316087	7768497448	bam	illumina
ERR3316123	6440624075	bam	illumina
ERR3316169	6607263642	bam	illumina
ERR3316171	8040753473	bam	illumina
ERR3332430	6461323174	bam	illumina
ERR3332502	5276868714	bam	illumina
ERR4162187	11587630477	bam	illumina
ERR4183335	5439440607	bam	illumina
ERR4183370	5339485899	bam	illumina
ERR4183411	8139905493	bam	illumina
SRR11773636	39076502220	bam	illumina
SRR16708361	2461580614	bam	illumina
SRR22566726	5607334420	bam	illumina
SRR22566727	8411419658	bam	illumina
SRR25655883	4673039253	bam	illumina
SRR25655945	21376060171	bam	illumina
SRR25728151	1216745034	bam	illumina
SRR25739586	910522089	bam	illumina
SRR25740020	1433294554	bam	illumina
SRR25740145	4479135543	bam	illumina
SRR25740398	12165053978	bam	illumina
SRR25741884	20697792692	bam	illumina
SRR25741982	21949574095	bam	illumina
SRR25745629	4985929033	bam	illumina
SRR25745708	29239119566	bam	illumina
SRR25746014	2147765676	bam	illumina
SRR25746037	1940595878	bam	illumina
SRR25747816	7272375169	bam	illumina
SRR25748129	9296076118	bam	illumina
SRR25748453	22265581761	bam	illumina
SRR25748633	15724399797	bam	illumina
SRR25750764	10665094720	bam	illumina
SRR27847756	1736673707	bam	illumina
SRR28395638	38121500268	bam	illumina
SRR28415499	22014383376	bam	illumina
SRR6691953	5089749972	bam	illumina
ERR2204265	5875236355	cram	illumina
ERR3316087	5981906990	cram	illumina
ERR3316123	5015619279	cram	illumina
ERR3316169	5107717937	cram	illumina
ERR3316171	6202328177	cram	illumina
ERR3332430	4941173096	cram	illumina
ERR3332502	4132995050	cram	illumina
ERR4162187	9042934631	cram	illumina
ERR4183335	4257884312	cram	illumina
ERR4183370	4256348551	cram	illumina
ERR4183411	6170149046	cram	illumina
SRR11773636	29107308877	cram	illumina
SRR16708361	1999039079	cram	illumina
SRR22566726	4224530403	cram	illumina
SRR22566727	6330420123	cram	illumina
SRR25655883	4065937022	cram	illumina
SRR25655945	18729384453	cram	illumina
SRR25728151	1096928451	cram	illumina
SRR25739586	826028726	cram	illumina
SRR25740020	1294508841	cram	illumina
SRR25740145	3957821772	cram	illumina
SRR25740398	10768868261	cram	illumina
SRR25741884	18210123854	cram	illumina
SRR25741982	19584852971	cram	illumina
SRR25745629	4568012014	cram	illumina
SRR25745708	25735421401	cram	illumina
SRR25746014	1915333867	cram	illumina
SRR25746037	1726006828	cram	illumina
SRR25747816	6690027322	cram	illumina
SRR25748129	8122250363	cram	illumina
SRR25748453	19438511797	cram	illumina
SRR25748633	13984356041	cram	illumina
SRR25750764	9368032622	cram	illumina
SRR27847756	1525577520	cram	illumina
SRR28395638	33417058369	cram	illumina
SRR28415499	19408180231	cram	illumina
SRR6691953	3787854486	cram	illumina
ERR2204265	20000190587	fasta	illumina
ERR3316087	19446562841	fasta	illumina
ERR3316123	17866728436	fasta	illumina
ERR3316169	18528247465	fasta	illumina
ERR3316171	22184617397	fasta	illumina
ERR3332430	15861718578	fasta	illumina
ERR3332502	13873001160	fasta	illumina
ERR4162187	30254721560	fasta	illumina
ERR4183335	13084192261	fasta	illumina
ERR4183370	15015498849	fasta	illumina
ERR4183411	20819866920	fasta	illumina
SRR11773636	86173218631	fasta	illumina
SRR16708361	8030044319	fasta	illumina
SRR22566726	15239545749	fasta	illumina
SRR22566727	22819013277	fasta	illumina
SRR25655883	22531415301	fasta	illumina
SRR25655945	84253331298	fasta	illumina
SRR25728151	6033944874	fasta	illumina
SRR25739586	4869996051	fasta	illumina
SRR25740020	7129495398	fasta	illumina
SRR25740145	21511998284	fasta	illumina
